"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213","V214","V215","V216","V217","V218","V219","V220","V221","V222","V223","V224","V225","V226","V227","V228","V229","V230","V231","V232","V233","V234","V235","V236","V237","V238","V239","V240","V241","V242","V243","V244","V245","V246","V247","V248","V249","V250","V251","V252","V253","V254","V255","V256"
0,0,0,0,0,0.429,0.5555,0.919,1,0.606,0.045,0,0,0,0,0,0,0,0,0,0.011,0.725,0.9675,1,1,1,0.6305,0,0,0,0,0,0,0,0,0,0,0,0.402,0.667,0.964,1,0.819,0,0,0,0,0,0,0,0,0,0,0,0.2155,0.455,0.975,1,0.4155,0,0,0,0,0,0,0,0.00750000000000001,0.111,0.3515,0.586,1,1,1,1,0.92,0.3645,0.0295,0,0,0,0,0,0.144,0.995,1,1,1,1,1,1,1,1,0.779,0.1065,0,0,0,0.011,0.581,1,1,1,0.7995,0.2335,0.315,0.678,0.9995,1,1,0.371,0,0,0,0.068,0.928,1,0.7225,0.29,0.0535,0,0,0,0.224,0.784,1,0.887,0.068,0,0,0,0,0,0,0,0,0,0,0,0,0.0925,0.918,0.904,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0.427,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.3445,0.861,0.305,0,0,0,0,0,0,0,0,0,0,0,0.2905,0.723,0.999,0.7575,0.045,0,0,0,0,0,0,0,0,0.0385,0.229,0.661,1,1,0.782,0.1415,0,0,0,0,0,0,0,0.184,0.5625,0.7585,1,1,1,0.86,0.067,0,0,0,0,0,0,0,0.345,0.9465,1,1,1,0.7855,0.4005,0.103,0,0,0,0,0,0,0,0,0.1445,0.7595,0.746,0.5555,0.2645,0.047,0,0,0,0,0,0,0
0,0,0,0,0.5465,0.7645,0.959,1,0.944,0.563,0.0115,0,0,0,0,0,0,0,0,0.103,0.9745,0.8265,0.647,0.647,0.828,1,0.566,0,0,0,0,0,0,0,0,0,0.401,0.374,0,0,0.0225,0.8,0.9355,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0355,0.819,0.848,0,0,0,0,0,0,0,0,0,0,0,5e-04,0.2035,0.8175,0.9315,0.1925,0,0,0,0,0,0,0,0,0,0.012,0.267,0.684,1,0.9075,0.2155,0,0,0,0,0,0,0,0,0,0.252,0.792,1,1,1,0.7445,0.5015,0.309,0.09,0,0,0,0,0,0,0,0.7125,1,1,1,1,1,1,1,0.968,0.496,0,0,0,0,0,0,0.161,0.349,0.0435,0,0,0,0,0.244,0.694,1,0.442,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036,0.9655,0.687,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1915,0.9805,0.669,0,0,0,0,0,0,0,0,0,0,0,0.005,0.4435,0.946,0.9535,0.1575,0,0,0,0,0,0,0,0,0,0.0205,0.3645,0.8125,1,0.8535,0.215,0,0,0,0,0,0,0,0,0.08,0.48,0.885,1,0.87,0.515,0.0735,0,0,0,0,0,0,0.2405,0.4305,0.7365,0.962,1,0.7905,0.411,0.038,0,0,0,0,0,0,0,0,0.536,1,0.975,0.6695,0.3075,0.0135,0,0,0,0,0,0,0,0
0,0,0.156,0.634,0.9925,0.795,1,1,1,1,0.656,0.087,0,0,0,0,0,0,0.7345,0.9645,0.8505,0.6,0.6,0.607,0.919,0.949,1,0.6605,0,0,0,0,0,0,0.086,0.1445,0,0,0,0,0,0.0875,0.921,0.9775,0.0495,0,0,0,0,0,0,0,0,0,0,0,0,0.2005,0.9915,1,0.1505,0,0,0,0,0,0,0,0,0,0,0.0855,0.375,0.952,1,0.904,0.024,0,0,0,0,0,0,0,0,0.4015,0.88,0.926,1,1,1,0.6165,0,0,0,0,0,0,0,0,0,0.4555,1,1,1,1,1,0.978,0.4525,0,0,0,0,0,0,0,0,0.003,0.04,0.04,0.04,0.04,0.2165,0.858,0.996,0.198,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3335,1,0.689,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027,0.9525,0.946,0.0195,0,0,0,0,0,0,0,0,0,0,0,0,0.0565,0.979,1,0.243,0,0,0,0,0,0,0,0,0,0,0,0,0.3985,1,0.999,0.214,0,0,0,0,0,0,0,0,0,0,0.1065,0.6405,0.9745,1,0.651,0.00650000000000001,0,0,0.0695,0.559,0.426,0.24,0.297,0.56,0.4775,0.4595,0.9385,1,1,0.7875,0.072,0,0,0,0.281,1,1,1,1,1,1,1,1,1,0.7525,0.0525,0,0,0,0,0.0105,0.3265,0.6305,0.68,0.948,0.9235,0.769,0.7955,0.537,0.176,0.0135,0,0,0,0
0,0,0,0,0,0,0,0,0.1295,0.7215,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0.201,0.768,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0.345,0.9405,0.7725,0.6755,0.00850000000000001,0,0,0,0,0,0,0,0,0,0.075,0.619,0.827,0.4705,0.2785,1,0.051,0,0,0,0,0,0,0,0,0,0.454,0.375,0.00750000000000001,0,0.414,0.6735,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192,0.7695,0.059,0,0,0,0,0,0,0,0,0,0,0,0.004,0.3935,0.9795,0.9505,0.536,0.031,0,0,0,0,0,0,0,0,0,0,0.549,0.6775,0.145,0.1925,0.812,0.57,0,0,0,0,0,0,0,0,0,0,0.0415,0.005,0,0,0.1075,0.955,0.155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6505,0.4485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0.669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2425,0.766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4755,0.524,0,0,0,0,0,0,0,0,0.315,0.0175,0,0,0,0.171,0.778,0.027,0,0,0,0,0,0,0,0,0.6445,0.694,0.085,0.0335,0.3435,0.788,0.134,0,0,0,0,0,0,0,0,0,0.0165,0.6335,0.9665,0.9135,0.594,0.0495,0,0,0,0,0,0
0,0,0,0,0,0,0.089,0.4545,0.803,1,1,1,0.9055,0.25,0,0,0,0,0,0.0195,0.335,0.6435,0.9645,0.906,0.6315,0.3895,0.3075,0.4155,0.82,0.9355,0.167,0,0,0,0.297,0.8485,1,0.751,0.291,0.034,0,0,0,0,0.0445,0.779,0.854,0.021,0.096,0.49,0.9605,0.652,0.2325,0.00800000000000001,0,0,0,0,0,0,0,0.209,1,0.306,0.3755,0.8415,0.2815,0,0,0,0,0,0,0,0,0,0,0.078,1,0.437,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.5095,0.9845,0.1345,0,0,0,0,0,0,0,0,0.011,0.2895,0.0405,0.1405,0.6065,0.97,0.3225,0,0,0,0,0,0,0,0,0,0.1715,0.965,1,1,0.935,0.357,0,0,0,0,0,0,0,0,0,0,0,0.1645,0.7605,1,0.339,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0135,0.648,0.9505,0.086,0,0,0,0,0,0,0.1865,0.1135,0,0,0,0,0,0.0475,0.942,0.559,0,0,0,0,0,0.144,0.9385,0.349,0,0,0,0,0,0,0.7085,0.707,0,0,0,0,0,0.2135,0.955,0.105,0,0,0,0,0,0,0.802,0.7465,0,0,0,0,0,0,0.7085,0.149,0,0,0,0,0.0185,0.407,0.9775,0.395,0,0,0,0,0,0,0.1575,0.8475,0.627,0.3695,0.2905,0.541,0.8595,0.9875,0.555,0.00950000000000001,0,0,0,0,0,0,0,0.24,0.902,1,1,1,0.873,0.2455,0,0,0,0
0,0,0,0,0,0,0.177,0.55,0.724,0.7715,0.9045,0.523,0.011,0,0,0,0,0,0,0.0805,0.6235,0.8965,0.9715,0.9785,0.931,0.6725,0.7335,1,0.4275,0,0,0,0,0,0,0.6475,1,1,0.8105,0.1855,0,0,0,0.9805,0.6745,0,0,0,0,0,0,0.501,0.7055,0.104,0.012,0,0,0,0.086,0.971,0.598,0,0,0,0,0,0,0,0,0,0,0,0,0,0.352,1,0.3885,0,0,0,0,0,0,0,0,0,0,0.0905,0.207,0.4255,0.923,0.916,0.0535,0,0,0,0,0,0,0,0,0,0,0.5395,1,1,0.905,0.341,0,0,0,0,0,0,0,0,0,0,0,0.0205,0.6255,1,0.485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5905,0.988,0.229,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0115,0.723,0.8165,0.00900000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231,1,0.291,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193,1,0.462,0,0,0,0,0,0,0.1115,0.4595,0,0,0,0,0,0.241,1,0.49,0,0,0,0,0,0,0.29,0.604,0,0,0,0,0.1,0.7505,0.9975,0.131,0,0,0,0,0,0,0.0185,0.918,0.9155,0.6555,0.6555,0.8135,0.964,0.9935,0.4585,5e-04,0,0,0,0,0,0,0,0.2255,0.6015,0.724,0.7415,1,0.6195,0.2725,0,0,0,0,0
0,0,0,0,0.2685,0.6875,0.9715,0.981,0.6935,0.2335,0,0,0,0,0,0,0,0,0,0.2355,0.9185,0.5715,0.366,0.366,0.6415,0.9895,0.433,0,0,0,0,0,0,0,0,0.084,0.173,0,0,0,0,0.3035,0.966,0.3055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6385,0.7655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5665,0.8135,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155,0.92,0.486,0,0,0,0,0,0,0,0,0,0,0,0,0.2775,0.944,0.724,0.0345,0,0,0,0,0,0,0,0.099,0.379,0.393,0.5855,0.7365,0.9935,0.5415,0.0135,0,0,0,0,0,0,0,0.00650000000000001,0.853,1,0.994,0.9215,0.7805,0.928,0.948,0.2635,5e-04,0,0,0,0,0,0,0,0.064,0.323,0.1315,0,0,0.052,0.439,0.8915,0.4265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214,0.9515,0.229,0,0,0,0,0,0,0.00600000000000001,0.389,0.024,0,0,0,0,0,0.5625,0.765,0,0,0,0,0,0,0.4765,0.58,0,0,0,0,0,0,0.4145,0.971,0.004,0,0,0,0,0,0.8065,0.1645,0,0,0,0,0,0.094,0.7815,0.702,0.0025,0,0,0,0,0,0.6705,0.449,0.252,0.1755,0.366,0.4985,0.588,0.973,0.7085,0.0545,0,0,0,0,0,0,0.086,0.557,0.805,0.8985,1,0.859,0.6545,0.3485,0.0025,0,0,0,0
0,0,0,0.00700000000000001,0.2755,0.595,0.7975,0.83,0.929,0.615,0.2525,0,0,0,0,0,0,0,0,0.417,0.907,0.6205,0.452,0.418,0.54,0.7765,0.998,0.3835,0,0,0,0,0,0,0,0.169,0.185,0,0,0,0,0.00600000000000001,0.6705,0.8745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.475,0.9735,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1315,0.8685,0.608,0,0,0,0,0,0,0,0,0,0,0,0,0.2605,0.897,0.716,0.0415,0,0,0,0,0,0,0,0,0.004,0.114,0.3185,0.7125,0.939,0.4975,0.032,0,0,0,0,0,0,0,0,0,0.3805,1,0.9545,0.902,0.9835,0.633,0.0405,0,0,0,0,0,0,0,0,0,0.1045,0.209,0.056,0.003,0.2855,0.92,0.807,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113,0.9355,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.648,0.82,0.032,0,0,0,0,0,0,0,5e-04,0.03,0,0,0,0,0.2265,1,0.2425,0,0,0,0,0,0,0,0.1705,0.4445,0,0,0,0,0.089,0.98,0.4615,0,0,0,0,0,0,0.0355,0.8525,0.086,0,0,0,0.064,0.5735,0.952,0.141,0,0,0,0,0,0,0.107,0.7075,0.0125,0.0295,0.228,0.598,0.969,0.939,0.2245,0,0,0,0,0,0,0,0.024,0.7895,1,1,0.8555,0.698,0.4055,0.067,0,0,0,0,0
0,0.002,0.509,0.7535,0.8145,0.7535,0.864,1,0.821,0.7535,0.7535,0.64,0.4665,0.1065,0,0,0,0.3225,1,0.98,0.9695,0.9695,0.9845,0.9695,0.9695,0.9695,0.9925,1,1,0.9305,0.2665,0,0,0.031,0.744,0.3915,0,0,0.106,0,0,0,0.1575,0.2155,0.3275,0.8525,0.9875,0.062,0,0,0,0,0,0,0,0,0,0,0,0,0.017,0.638,1,0.235,0,0,0,0,0,0,0,0,0,0,0,0,0.4535,1,0.956,0.1315,0,0,0,0,0,0,0,0,0,0,0.13,0.6435,0.9945,0.983,0.29,0,0,0,0,0,0,0,0,0,0.098,0.5105,0.9505,1,0.966,0.4525,0.0025,0,0,0,0,0,0.012,0.284,0.55,0.6945,0.9835,1,1,0.7425,0.198,0,0,0,0,0,0,0,0.1675,1,1,1,1,1,0.663,0.1225,0,0,0,0,0,0,0,0,0.00850000000000001,0.619,0.6865,0.6,0.8275,0.945,1,0.9825,0.6625,0.144,0,0,0,0,0,0,0,0,0,0,0,0.056,0.302,0.7885,1,0.9105,0.109,0,0,0,0,0,0,0,0,0,0,0,0,0.0105,0.3515,0.986,0.6745,0,0.0505,0.2675,0,0,0,0,0,0,0,0,0,0,0.031,0.896,0.9895,0.147,0.2345,0.991,0.8495,0.708,0.4905,0.3775,0.2155,0.095,0,0,0,0.2935,0.6755,1,0.949,0.04,0.0055,0.398,0.877,1,1,1,1,0.984,0.9695,0.9695,0.9695,0.995,1,1,0.5155,0,0,0,0.00650000000000001,0.118,0.2615,0.3735,0.6715,0.8455,0.8785,0.9825,0.9565,0.9145,0.7535,0.3795,0.002,0
0,0,0,0,0.2695,0.4755,0.5745,0.76,1,1,0.582,0.081,0,0,0,0,0,0,0.133,0.8045,0.985,0.991,0.836,0.836,0.5815,0.6095,0.9765,0.857,0.0395,0,0,0,0,0,0.2025,0.623,0.3795,0.094,0,0,0,0,0.096,0.812,0.6185,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012,0.677,0.6395,0,0,0,0,0,0,0,0,0,0,0,0,0.0025,0.5035,0.999,0.2835,0,0,0,0,0,0,0,0,0,0,0,0.033,0.6735,1,0.59,0,0,0,0,0,0,0,0.1215,0.4425,0.577,0.705,0.9565,0.9715,1,0.7475,0.00750000000000001,0,0,0,0,0,0,0,0.774,1,1,1,0.891,0.869,0.9305,0.9815,0.2415,0,0,0,0,0,0,0,0.2245,0.531,0.3935,0.169,0.0235,0,0.1085,0.662,0.987,0.264,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0135,0.8155,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.911,0.4695,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1605,0.979,0.413,0,0,0,0,0,0,0.0995,0.5485,0.797,0.854,0.6095,0.0425,0.1475,0.657,0.993,0.14,0,0,0,0,0,0,0.523,0.9985,0.9015,0.9015,0.966,0.91,1,1,0.8205,0.00700000000000001,0,0,0,0,0,0,0.455,0.9985,0.645,0.574,0.8445,0.987,0.9745,0.953,0.9955,0.679,0.18,0,0,0,0,0,0,0.434,0.8985,1,0.931,0.288,0.1005,0.011,0.216,0.4755,0.1555,0,0
0,0,0,0,0.00950000000000001,0.0445,0.22,0.643,0.964,1,0.794,0.1595,0,0,0,0,0,0,0.173,0.567,0.802,1,1,0.9705,0.64,0.433,0.8875,0.727,0,0,0,0,0,0,0.109,0.718,0.8115,0.547,0.388,0.114,0,0,0.8875,0.841,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2585,0.989,0.638,0,0,0,0,0,0,0,0,0,0,0,0,0.073,0.7695,0.9585,0.1625,0,0,0,0,0,0,0,0,0,0,0,0.101,0.7935,0.9975,0.55,0,0,0,0,0,0,0,0,0,0,0,0.1095,0.7935,1,0.9885,0.558,0.047,0,0,0,0,0,0,0,0,0,0.316,0.938,1,0.8715,0.4705,0.8025,0.8215,0.052,0,0,0,0,0,0,0.002,0.5695,0.976,1,0.6075,0.092,0,0.0135,0.787,0.6325,0,0,0,0,0,0,0.0815,0.947,0.849,0.3045,0.00950000000000001,0,0,0,0.455,0.9895,0.2095,0,0,0,0,0,0,0.129,0.0205,0,0,0,0,0,0.198,1,0.299,0,0,0,0,0,0,0,0,0,0,0,0,0.0145,0.572,0.9945,0.18,0,0,0,0,0,0,0,0,0,0,0,0.099,0.671,1,0.6,0,0,0,0,0,0,0,0,0,0.112,0.2375,0.5015,0.8755,1,0.692,0.042,0,0,0,0,0,0,0.29,0.827,0.823,0.975,1,1,0.924,0.408,0.005,0,0,0,0,0,0,0,0.208,0.895,1,0.8125,0.5225,0.3465,0.0285,0,0,0,0,0,0
0,0,0,0,0.034,0.273,0.742,1,1,1,0.706,0.1145,0,0,0,0,0,0,0.029,0.3925,0.8485,1,1,0.9495,0.931,0.931,0.998,0.8345,0,0,0,0,0,0,0.787,1,1,0.7385,0.252,0.056,0,0.0625,0.9815,0.9535,0,0,0,0,0,0,0.23,0.3105,0.1715,0.002,0,0.0665,0.3935,0.5685,1,0.5585,0,0,0,0,0,0,0,0,0,0.1415,0.636,0.9285,1,1,1,0.6455,0.07,0,0,0,0,0,0,0,0.3185,0.924,1,1,1,0.9375,0.8915,1,0.8,0.062,0,0,0,0,0.051,0.645,0.9875,1,1,1,0.7465,0.0875,0.0885,0.6425,1,0.5615,0,0,0,0.1045,0.8485,1,1,1,0.648,0.3025,0.005,0,0,0.0505,0.9145,0.969,0.073,0,0,0.4905,1,0.881,0.5835,0.146,0,0,0,0,0,0,0.5325,1,0.275,0,0,0.0555,0.3115,0.032,0,0,0,0,0,0,0,0,0.337,1,0.4895,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6745,1,0.2565,0,0,0,0,0,0,0,0,0,0,0,0,0.274,0.9665,0.6785,0.012,0,0,0,0,0,0,0,0,0,0.00800000000000001,0.145,0.4705,0.963,0.939,0.081,0,0,0,0,0.0735,0.3505,0.207,0.207,0.207,0.471,0.8145,1,1,0.8435,0.249,0,0,0,0,0,0.3195,1,1,1,1,1,1,0.7805,0.4455,0.0355,0,0,0,0,0,0,0.0715,0.729,1,0.84,0.5935,0.4235,0.1725,0.003,0,0,0,0,0,0
0,0,0,0,0,0.2805,0.5975,0.9025,0.9905,0.4925,0.025,0,0,0,0,0,0,0,0,0.1125,0.7655,0.9945,1,0.897,0.9605,1,0.791,0.0385,0,0,0,0,0,0,0.212,0.8805,0.94,0.4705,0.1655,0.034,0.1495,0.9165,1,0.4585,0,0,0,0,0,0.1985,0.955,0.758,0.08,0,0,0,0,0.3135,1,0.678,0,0,0,0,0,0.6165,0.629,0.017,0,0,0,0,0.049,0.6745,1,0.57,0,0,0,0,0,0.3945,0.263,0,0,0.09,0.348,0.749,0.9475,1,1,0.981,0.5115,0.0435,0,0,0,0,0.0025,0.3645,0.8665,0.953,1,1,0.928,0.532,0.6595,0.868,1,0.73,0.092,0,0,0,0.105,0.9995,1,1,0.8455,0.394,0.0645,0,0,0.045,0.8335,1,0.575,0,0,0,0,0.2595,0.2385,0,0,0,0,0,0,0,0.4525,1,0.6805,0,0,0,0,0,0,0,0,0,0,0,0,0.1055,0.8385,0.9765,0.2125,0,0,0,0,0,0,0,0,0,0,0,0.005,0.573,1,0.555,0,0,0,0,0,0,0,0,0,0,0,0.0055,0.562,1,0.755,0.024,0,0,0,0,0,0,0,0,0,0,0.238,0.8065,1,0.5895,0.0155,0,0,0,0,0,0.0195,0.265,0,0.138,0.548,0.853,0.988,0.9715,0.423,0.00750000000000001,0,0,0,0,0,0,0.467,0.993,0.867,0.9625,1,0.9795,0.7465,0.2775,0,0,0,0,0,0,0,0,0.286,0.855,0.967,0.662,0.286,0.1435,0,0,0,0,0,0,0,0
0,0,0,0.0165,0.593,0.9625,1,1,0.9425,0.692,0.365,0.037,0,0,0,0,0,0,0,0.271,0.9955,1,1,1,1,1,1,0.8885,0.3415,0,0,0,0,0,0,0,0.3725,0.955,1,1,1,1,1,1,0.9515,0.0995,0,0,0,0,0,0,0,0.059,0.077,0.077,0.077,0.3835,0.9995,1,1,0.635,0,0,0,0,0,0,0,0,0.0275,0.077,0.351,0.8405,1,1,1,0.6985,0,0,0,0,0,0,0,0.2775,0.8425,1,1,1,1,1,1,0.43,0,0,0,0,0,0,0,0.5065,1,1,1,1,1,0.941,0.5935,0.012,0,0,0,0,0,0,0,0.034,0.936,1,1,1,0.637,0.2215,0,0,0,0,0,0,0,0,0,0,0.1725,0.858,1,1,0.949,0.3275,0,0,0,0,0,0,0,0,0,0,0,0.071,0.7135,1,1,0.9985,0.5055,0.0195,0,0,0,0,0,0,0,0,0,0,0.022,0.418,0.9325,1,1,0.4385,0,0,0,0.119,0.308,0.0465,0,0,0,0,0,0,0.2675,1,1,0.906,0.1165,0,0,0.5055,1,0.952,0.55,0.3845,0.3135,0.08,0.3815,0.3845,0.693,1,1,1,0.3935,0,0,0.0155,0.67,1,1,1,1,1,1,1,1,1,1,1,0.4565,0,0,0,0.032,0.4585,0.9475,1,1,1,1,1,1,1,1,0.759,0.027,0,0,0,0,0,0.173,0.5005,0.692,0.737,1,1,0.884,0.692,0.3885,0.038,0,0
0,0.00750000000000001,0.5665,0.8495,0.858,0.822,0.712,0.6445,0.464,0.207,0.012,0,0,0,0,0,0,0.0055,0.546,0.6695,0.2445,0.2445,0.369,0.432,0.716,0.874,0.842,0.399,0.00700000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255,0.7075,0.687,0.0565,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0025,0.509,0.5945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084,0.9695,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197,0.922,0.0035,0,0,0,0,0,0,0,0,0.052,0.0665,0,0,0.0245,0.7435,0.6265,0,0,0,0,0,0,0.0045,0.457,0.819,0.973,1,0.754,0.394,0.765,0.8675,0.061,0,0,0,0,0,5e-04,0.6425,0.866,0.4445,0.197,0.3515,0.873,1,0.843,0.1265,0,0,0,0,0,0,0.0425,0.864,0.963,0.966,0.992,0.9305,0.6615,0.517,0.902,0.0165,0,0,0,0,0,0,0,0.0475,0.2095,0.3095,0.113,0,0,0,0.873,0.2215,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00700000000000001,0.687,0.203,0,0,0,0,0,0,0,0,0,0,0,0,0.0035,0.461,0.6655,0,0,0,0,0,0,0,0.1605,0.282,0,0,0,0.2265,0.6925,0.973,0.32,0,0,0,0,0,0,0,0.165,0.7905,0.2975,0.326,0.587,0.987,0.818,0.2605,0,0,0,0,0,0,0,0,0,0.4065,0.9145,1,0.84,0.2475,0,0,0,0,0,0,0
0,0,0,0.537,1,1,1,0.831,0.686,0.41,0.078,0,0,0,0,0,0,0,0,0.2465,0.7375,0.9455,1,1,1,1,0.876,0.33,0.00600000000000001,0,0,0,0,0,0,0,0,0.096,0.196,0.4625,0.5695,0.8235,0.976,1,0.4655,0,0,0,0,0,0,0,0,0,0,0,0,0,0.498,1,0.815,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.899,1,0.903,0.00900000000000001,0,0,0,0,0,0,0,0,0,0,0.206,0.913,1,0.9985,0.4385,0,0,0,0,0,0,0,0,0,0.00950000000000001,0.4565,0.934,1,0.9675,0.492,0.0035,0,0,0,0,0,0,0,0,0,0.011,0.876,1,0.953,0.334,0,0,0,0,0,0,0,0,0,0,0,0,0.095,0.681,0.993,0.95,0.3505,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263,0.7915,0.9905,0.3235,0,0,0,0,0.084,0.2295,0,0,0,0,0,0,0,0.121,0.8215,0.936,0.201,0,0,0,0.1835,0.8935,0.1105,0,0,0,0,0,0,0,0.335,1,0.7685,0,0,0,0.092,0.9945,0.6345,0.032,0,0,0,0,0,0,0.429,1,1,0.1485,0,0,0,0.639,1,0.873,0.601,0.51,0.2785,0.249,0.514,0.8205,0.913,1,0.877,0.0795,0,0,0,0.038,0.624,1,1,1,1,1,1,1,1,0.987,0.2605,0,0,0,0,0,0.00600000000000001,0.297,0.685,0.686,0.8175,1,1,0.9115,0.551,0.2885,0,0,0
0,0,0.0995,0.5005,0.8495,0.9895,0.6,0.9295,1,0.83,0.6,0.6,0.1195,0,0,0,0,0,0.709,1,1,1,1,1,1,1,1,1,0.9025,0.1885,0,0,0,0,0.341,0.8,0.987,1,1,0.933,0.8,0.8,0.987,1,1,0.5915,0,0,0,0,0,0,0.18,0.2,0.2,0.14,0,0.069,0.918,1,1,0.7725,0,0,0,0,0,0,0,0,0,0.086,0.5995,0.96,1,1,0.885,0.2685,0,0,0,0,0,0,0,0,0.198,0.8675,1,1,0.994,0.3285,0.0925,0,0,0,0,0,0,0,0,0.109,0.8955,1,1,0.811,0.1045,0,0,0,0,0,0,0,0,0,0,0.3035,1,1,0.9315,0.045,0,0,0,0,0,0,0,0,0,0,0,0.1125,0.93,1,0.9995,0.568,0.07,0,0,0,0,0,0,0,0,0,0,0,0.1865,0.875,1,1,0.877,0.656,0.045,0,0,0,0,0,0,0,0,0,0,0.086,0.537,0.8975,1,1,0.834,0.125,0,0,0,0,0,0,0,0,0,0,0,0.0905,0.4895,1,1,0.9065,0.0335,0,0,0.0255,0.5125,0.6,0.448,0.2,0.2,0.2,0.2,0.2,0.374,1,1,1,0.201,0,0,0.178,1,1,1,1,1,1,1,1,1,1,1,1,0.2215,0,0,0.204,0.953,1,1,1,1,1,1,1,1,1,1,0.799,0.0435,0,0,0,0.2555,0.6,0.6805,0.996,0.603,0.9205,1,0.996,0.603,0.6,0.33,0.094,0,0
