Date,SPX,VIX,PUT90,PUT75,PUT60,PUT50,PUT40,PUT25,PUT10,ATM,CALL10,CALL25,CALL40,CALL50,CALL60,CALL75,CALL90
6/12/2009,946.21,28.15,25.632,22.73669,23.1395,24.02688,25.08431,27.30719,31.96781,24.1099,22.73669,22.73669,23.14919,24.03631,25.09581,27.3275,32.02319
6/15/2009,923.72,30.81,27.4242,24.34819,25.68381,26.81538,28.13113,30.8545,36.44269,26.9,24.05863,24.36,25.703,26.83688,28.1565,30.895,36.569
6/16/2009,911.97,32.68,27.9014,24.46569,26.07788,27.2845,28.68331,31.58538,37.71731,27.382,23.96881,24.485,26.09813,27.30688,28.70969,31.62719,37.84713
6/17/2009,910.71,31.54,27.9853,23.9445,25.49081,26.65163,28.01413,30.88319,36.98288,26.7515,23.20263,23.96113,25.5075,26.67038,28.03669,30.92,37.10063
6/18/2009,918.37,30.03,27.0592,22.487,23.89788,25.00913,26.3135,29.07069,35.06138,25.0777,21.96281,22.50038,23.91863,25.02881,26.33738,29.11169,35.21188
6/19/2009,921.23,27.99,26.2714,21.08719,22.47213,23.542,24.81588,27.47488,33.012,23.5999,20.50013,21.09731,22.49069,23.55981,24.83769,27.51338,33.11081
6/22/2009,893.04,31.17,28.248,24.34213,25.88569,27.01663,28.3185,30.97969,36.35419,27.1149,22.91569,24.35938,25.903,27.0355,28.34069,31.0145,36.46188
6/23/2009,895.1,30.58,27.9298,24.27669,25.77813,26.8715,28.119,30.62431,35.51738,26.956,22.80631,24.29531,25.79663,26.89169,28.1425,30.66031,35.62988
6/24/2009,900.94,29.05,27.2444,23.3025,24.728,25.79381,27.02769,29.54069,34.41231,25.8773,21.948,23.31769,24.74338,25.811,27.04813,29.57331,34.51719
6/25/2009,920.26,26.36,25.6257,21.30638,22.62113,23.59713,24.73963,27.05781,31.64731,23.647,20.25,21.32063,22.63869,23.614,24.75988,27.0925,31.73631
6/26/2009,918.9,25.93,25.1706,20.52163,21.7915,22.72863,23.83788,26.08263,30.56013,22.7739,19.46581,20.53419,21.8075,22.744,23.85663,26.11538,30.64838
6/29/2009,927.23,25.35,24.1961,19.83431,21.08588,22.00331,23.10413,25.3475,30.01288,22.0342,18.75981,19.84719,21.10281,22.01938,23.12413,25.38419,30.11881
6/30/2009,919.32,26.35,24.9972,20.67369,21.96869,22.92588,24.062,26.387,31.18938,22.9751,19.43381,20.687,21.98481,22.94131,24.08088,26.42038,31.282
7/1/2009,923.33,26.22,24.8674,20.53713,21.79481,22.72038,23.81681,26.05338,30.686,22.7794,19.35138,20.54763,21.80813,22.73313,23.83231,26.08113,30.76363
7/2/2009,896.42,27.95,26.5522,22.33919,23.622,24.59731,25.73669,28.06169,32.58037,24.6077,21.09438,22.36163,23.64919,24.62338,25.768,28.11369,32.70731
7/6/2009,898.72,29,27.1483,23.76388,25.10119,26.12281,27.313,29.7555,34.614,26.1411,22.49169,23.78881,25.12738,26.15238,27.34831,29.81213,34.80581
7/7/2009,881.03,30.85,27.7331,24.35063,25.68263,26.69788,27.878,30.29413,35.062,26.7448,23.1165,24.37163,25.70488,26.723,27.90763,30.34088,35.21113
7/8/2009,879.56,31.3,28.8723,26.15731,27.63069,28.64913,29.776,31.94869,35.89113,28.7619,24.44269,26.172,27.64488,28.664,29.79269,31.97238,35.956
7/9/2009,882.68,29.78,27.8436,24.433,25.82313,26.79019,27.862,29.91763,33.4995,26.8701,22.84981,24.44938,25.83869,26.80681,27.88063,29.94481,33.55681
7/10/2009,879.13,29.02,28.0121,24.12719,25.46519,26.40531,27.45381,29.48213,33.07781,26.4742,22.6345,24.144,25.48131,26.4225,27.47331,29.51113,33.14088
7/13/2009,901.05,26.31,26.5769,22.60931,23.9275,24.85869,25.89913,27.90038,31.42138,24.9389,21.15819,22.621,23.93988,24.87063,25.91281,27.92131,31.46863
7/14/2009,905.84,25.02,26.1541,22.06581,23.33713,24.22919,25.23313,27.18088,30.72638,24.2889,20.63913,22.0795,23.35138,24.243,25.249,27.206,30.78781
7/15/2009,932.68,25.89,25.4312,21.57838,22.70688,23.53831,24.50881,26.45363,30.15038,23.6201,20.44319,21.58488,22.71438,23.54563,24.5175,26.46831,30.18863
7/16/2009,940.74,25.42,24.7714,20.80263,21.82981,22.58813,23.49019,25.31563,28.90431,22.6262,19.77863,20.81331,21.84219,22.60013,23.50488,25.342,28.98081
7/17/2009,940.38,24.34,24.8879,20.392,21.38588,22.12913,23.01731,24.79188,28.19319,22.1364,19.4925,20.40563,21.40281,22.14538,23.03731,24.82781,28.29881
7/20/2009,951.13,24.4,24.3517,20.27588,21.19813,21.89231,22.732,24.43,27.80213,21.8913,19.45869,20.28919,21.21488,21.90863,22.75231,24.46781,27.88638
7/21/2009,954.58,23.87,24.4985,20.36131,21.11531,21.69531,22.40863,23.86963,26.93238,21.681,19.75481,20.3735,21.1315,21.711,22.4285,23.90869,27.018
7/22/2009,954.07,23.47,23.9912,19.94381,20.65119,21.192,21.85569,23.18631,25.99681,21.1809,19.41969,19.95413,20.66531,21.20569,21.873,23.2205,26.07538
7/23/2009,976.29,23.43,23.341,19.94331,20.59838,21.09438,21.70669,22.95381,25.76431,21.0949,19.73288,19.94813,20.6095,21.10519,21.72038,22.9825,25.83519
7/24/2009,979.26,23.09,23.4176,19.58213,20.2185,20.70062,21.30188,22.5215,25.35331,20.6896,19.32138,19.5925,20.23081,20.7125,21.31731,22.55469,25.439
7/27/2009,982.18,24.28,23.8741,20.55469,21.23569,21.76413,22.41488,23.7625,26.708,21.7604,20.262,20.562,21.24888,21.777,22.43131,23.79569,26.785
7/28/2009,979.62,25.01,24.643,20.95137,21.62419,22.17669,22.87838,24.39269,27.78369,22.171,20.60419,20.96013,21.63881,22.191,22.89713,24.43181,27.88531
7/29/2009,975.15,25.61,25.314,21.21538,22.05219,22.71088,23.52131,25.24613,29.05388,22.7046,20.65319,21.22813,22.07019,22.7285,23.5435,25.28988,29.20338
7/30/2009,986.75,25.4,24.352,20.80013,21.39181,21.95388,22.664,24.174,27.53719,21.9498,20.95488,20.799,21.40613,21.96781,22.68219,24.2115,27.623
7/31/2009,987.48,25.92,24.4792,21.1025,21.74788,22.31413,23.02688,24.56131,27.99,22.2909,21.03663,21.11019,21.76613,22.33181,23.05,24.60888,28.14863
8/3/2009,1002.63,25.56,24.4572,21.40363,22.04013,22.70088,23.48269,25.10131,28.657,22.716,21.591,21.40319,22.05431,22.71469,23.49938,25.13331,28.77281
8/4/2009,1005.65,24.89,24.0802,21.214,21.78969,22.37131,23.088,24.60838,28.02213,22.3602,21.38869,21.21338,21.80613,22.38738,23.10838,24.64969,28.16763
8/5/2009,1002.72,24.9,23.7623,20.55263,21.19088,21.77319,22.505,24.06113,27.58063,21.7647,20.81381,20.54931,21.20619,21.788,22.52431,24.1015,27.67331
8/6/2009,997.08,25.67,24.5644,21.2915,22.03781,22.69313,23.47938,25.12238,28.72388,22.6983,21.38863,21.29431,22.05369,22.7085,23.49838,25.15913,28.85338
8/7/2009,1010.48,24.76,23.4915,20.69788,21.17963,21.78238,22.53581,24.09838,27.56781,21.7979,21.03313,20.69381,21.19119,21.79369,22.55038,24.12763,27.63519
8/10/2009,1007.1,24.99,23.9814,20.8065,21.52138,22.16463,22.95931,24.65513,28.48481,22.157,21.0965,20.80231,21.5385,22.18119,22.98038,24.69831,28.639
8/11/2009,994.35,25.99,24.5558,20.89088,21.76163,22.47319,23.34813,25.21538,29.43013,22.4881,20.907,20.89463,21.77681,22.48788,23.36681,25.2525,29.55388
8/12/2009,1005.81,25.45,24.0715,20.66663,21.39469,22.12038,22.98588,24.73919,28.30769,22.164,20.66663,20.66663,21.40469,22.13013,22.99769,24.76119,28.37869
8/13/2009,1012.73,24.71,24.1059,20.456,21.22138,21.9455,22.80231,24.52413,28.03063,21.9569,20.456,20.456,21.23613,21.95969,22.8195,24.55631,28.12688
8/14/2009,1004.09,24.27,24.2929,20.33588,21.35,22.10613,23.00631,24.83363,28.58631,22.1063,20.05038,20.34288,21.36763,22.12313,23.02713,24.87238,28.709
8/17/2009,979.73,27.89,26.047,22.34138,23.47119,24.33388,25.356,27.49619,31.99119,24.3911,21.655,22.35219,23.48438,24.34669,25.37163,27.52363,32.067
8/18/2009,989.67,26.18,25.1767,20.98888,22.07188,22.8995,23.90081,26.00713,30.55219,22.9371,20.4655,20.99863,22.08581,22.913,23.91763,26.0385,30.64613
8/19/2009,996.46,26.26,24.9712,20.5805,21.73963,22.62663,23.70019,25.952,30.86069,22.6634,20.13863,20.58838,21.75463,22.641,23.71819,25.98569,30.96119
8/20/2009,1007.37,25.09,24.0918,19.02638,19.98581,20.7915,21.81419,23.98569,29.13,20.8343,18.96738,19.03363,19.99538,20.80081,21.82631,24.01169,29.2195
8/21/2009,1026.13,25.01,23.7673,19.28987,20.20531,20.95031,21.92819,24.03163,28.96469,21.018,18.78481,19.29369,20.21031,20.955,21.93469,24.04563,29.01369
8/24/2009,1025.57,25.14,24.1924,19.67338,20.62762,21.39619,22.38688,24.49463,29.12488,21.4548,19.0855,19.67931,20.635,21.40338,22.3965,24.514,29.18681
8/25/2009,1028,24.92,24.2622,20.01581,20.79988,21.45131,22.30369,24.14888,28.27888,21.4514,19.55531,20.02431,20.81463,21.46563,22.32313,24.19031,28.41913
8/26/2009,1028.12,24.95,24.4227,20.0045,20.82469,21.49813,22.36788,24.21469,28.22231,21.5337,19.51969,20.00988,20.834,21.50713,22.37988,24.23938,28.30688
8/27/2009,1030.98,24.68,24.4378,19.7725,20.57138,21.21931,22.06063,23.8675,28.00788,21.2252,19.30113,19.78219,20.58481,21.23231,22.07813,23.90519,28.12713
8/28/2009,1028.93,24.76,24.5173,19.92413,20.72788,21.37588,22.20738,23.98238,27.9765,21.3755,19.43388,19.933,20.74263,21.39013,22.22619,24.02238,28.09669
8/31/2009,1020.63,26.01,25.1843,20.71869,21.66288,22.4125,23.34931,25.361,29.88781,22.4542,19.99063,20.72638,21.674,22.42313,23.36313,25.38838,29.97619
9/1/2009,998.04,29.15,26.8487,23.05813,24.146,25.04438,26.14238,28.56031,33.95412,25.1008,22.192,23.06963,24.16088,25.05988,26.162,28.59619,34.0955
9/2/2009,994.75,28.9,27.1184,22.82188,23.95331,24.87763,25.99563,28.417,33.70913,24.9393,21.92413,22.83313,23.96888,24.8925,26.01431,28.4505,33.81038
9/3/2009,1003.24,27.1,25.6983,21.29319,22.34819,23.18719,24.21619,26.40669,31.1735,23.2164,20.45212,21.30519,22.36481,23.20319,24.23663,26.44469,31.28513
9/4/2009,1016.4,25.26,24.6295,19.68569,20.68713,21.4735,22.45981,24.5225,29.04588,21.4076,18.97319,19.7085,20.716,21.50138,22.49588,24.59463,29.27569
9/8/2009,1025.39,25.62,24.3167,19.76113,20.81969,21.64,22.66813,24.83819,29.56181,21.668,18.94681,19.7725,20.83369,21.6535,22.68563,24.873,29.66788
9/9/2009,1033.37,24.32,23.4538,19.22581,20.28731,21.06563,22.0135,23.91869,27.8005,21.0787,18.203,19.239,20.30213,21.07988,22.03138,23.95313,27.87013
9/10/2009,1044.14,23.55,22.7014,18.72163,19.71588,20.44731,21.34619,23.1375,26.90313,20.355,17.78981,18.748,19.74581,20.47613,21.38269,23.21019,27.05638
9/11/2009,1042.73,24.15,23.0388,19.24588,20.222,20.95781,21.872,23.73131,27.57981,20.9437,18.37931,19.26162,20.24019,20.97531,21.8945,23.77581,27.67081
9/14/2009,1049.34,23.86,22.7944,19.02531,19.94363,20.64919,21.54569,23.40963,27.61988,20.5829,18.28612,19.04669,19.96912,20.67388,21.57813,23.47838,27.78738
9/15/2009,1052.63,23.42,22.5235,18.70738,19.65931,20.38719,21.30769,23.18469,27.23769,20.2906,17.947,18.73281,19.68963,20.41637,21.34588,23.26381,27.40413
9/16/2009,1068.76,23.69,22.2725,19.00613,19.87213,20.55119,21.42881,23.25869,27.3255,20.5573,18.352,19.01688,19.88531,20.56388,21.44588,23.29513,27.40431
9/17/2009,1065.48,23.65,22.434,18.99719,19.78438,20.42431,21.2685,23.03819,27.06881,20.512,18.57588,18.997,19.78413,20.424,21.26813,23.03731,27.06681
9/18/2009,1068.3,23.92,22.7801,19.37013,20.17119,20.816,21.64281,23.36563,27.24563,20.7314,18.93888,19.39213,20.19881,20.84281,21.67831,23.44088,27.41513
9/21/2009,1064.66,24.06,22.9572,19.289,20.19237,20.89538,21.78169,23.60219,27.57,20.9324,18.6765,19.2965,20.2015,20.90419,21.79313,23.62538,27.62088
9/22/2009,1071.66,23.08,22.4734,18.59988,19.40413,20.042,20.8755,22.58681,26.42988,20.0662,18.08519,18.607,19.413,20.05063,20.88719,22.61219,26.48619
9/23/2009,1060.87,23.49,22.8002,18.93719,19.79463,20.45619,21.30119,23.031,26.8415,20.6075,18.30931,18.93063,19.78663,20.44837,21.291,23.0095,26.794
9/24/2009,1050.78,24.95,23.6263,19.97681,21.00669,21.80088,22.77263,24.75488,28.81063,21.7515,19.18681,19.99613,21.03369,21.82688,22.8055,24.81638,28.99869
9/25/2009,1044.38,25.61,23.4877,19.89419,20.94138,21.74088,22.72938,24.78231,29.15688,21.7683,19.01031,19.9045,20.95531,21.75431,22.7465,24.81519,29.26019
9/28/2009,1062.98,24.88,22.8314,19.40713,20.5455,21.40863,22.47381,24.65669,29.25269,21.4626,18.48213,19.416,20.55581,21.4185,22.48638,24.68081,29.32638
9/29/2009,1060.61,25.19,22.7014,19.43181,20.55688,21.42088,22.4955,24.71419,29.393,21.446,18.54519,19.44469,20.57213,21.4355,22.51419,24.75031,29.50038
9/30/2009,1057.08,25.61,23.1417,20.28363,21.47231,22.38231,23.49488,25.80638,30.59331,22.418,19.24881,20.29569,21.48819,22.3975,23.51419,25.842,30.69238
10/1/2009,1029.85,28.27,24.3529,21.97169,23.268,24.2715,25.46513,27.95981,33.08119,24.326,20.78169,21.986,23.28619,24.289,25.4865,27.99681,33.17513
10/2/2009,1025.21,28.68,24.8867,22.44038,23.76838,24.79963,26.02081,28.59063,33.91581,24.8675,21.219,22.454,23.78569,24.81619,26.04113,28.62538,34.03669
10/5/2009,1040.46,26.84,23.7267,20.91487,22.17238,23.141,24.30431,26.69769,31.57119,23.1946,19.8225,20.92663,22.18781,23.15581,24.32263,26.72981,31.65631
10/6/2009,1054.72,25.7,22.846,19.92338,21.06913,21.93869,23.00238,25.1975,29.79838,21.9719,18.963,19.9345,21.08381,21.95288,23.02019,25.23113,29.89588
10/7/2009,1057.59,24.68,22.744,19.97538,21.0825,21.87238,22.79619,24.595,27.90313,21.9002,18.8105,19.988,21.09631,21.88563,22.81213,24.62263,27.96081
10/8/2009,1065.48,24.18,22.4861,19.85831,20.866,21.58981,22.44613,24.12088,27.28619,21.6838,18.81731,19.85888,20.86669,21.5905,22.44688,24.12238,27.28919
10/9/2009,1071.49,23.12,21.7639,18.88581,19.85169,20.54581,21.38013,22.99613,26.183,20.5912,17.91319,18.89231,19.85881,20.55281,21.38869,23.01219,26.21613
10/12/2009,1076.19,23.01,21.8426,19.22313,20.15788,20.84388,21.6825,23.35869,26.812,20.8562,18.3165,19.23438,20.17063,20.85619,21.69788,23.389,26.8755
10/13/2009,1073.19,22.99,21.6378,18.80063,19.71181,20.39238,21.23738,22.9155,26.3795,20.4273,18.003,18.80788,19.72031,20.40063,21.24781,22.93619,26.423
10/14/2009,1092.02,22.86,21.3185,18.576,19.45163,20.10713,20.92963,22.56719,26.08431,20.1394,17.8085,18.58288,19.45969,20.11488,20.93963,22.588,26.12988
10/15/2009,1096.56,21.72,20.9294,17.85981,18.68538,19.31819,20.13819,21.75863,25.38031,19.3454,17.2215,17.86613,18.69312,19.32562,20.14813,21.78019,25.42919
10/16/2009,1087.68,21.43,20.8239,17.51188,18.28,18.88219,19.67888,21.26631,24.84931,18.869,16.99388,17.52188,18.29269,18.8945,19.69569,21.29,24.93869
10/19/2009,1097.91,21.49,20.5554,17.10462,17.93381,18.56919,19.40681,21.066,24.78463,18.5644,16.469,17.114,17.9455,18.5805,19.42213,21.08763,24.86588
10/20/2009,1091.06,20.9,20.7077,17.41412,18.1385,18.711,19.47469,21.00663,24.47619,18.6829,16.958,17.42513,18.15269,18.72481,19.49369,21.03369,24.58169
10/21/2009,1081.4,22.22,20.4391,17.03788,17.76481,18.33813,19.11138,20.66562,24.16631,18.3178,16.56338,17.04763,17.77738,18.35038,19.12837,20.69019,24.26369
10/22/2009,1092.91,20.69,20.1138,16.67063,17.39013,17.94038,18.67237,20.12813,23.33919,17.9284,16.13287,16.67913,17.40069,17.95069,18.68663,20.1485,23.42738
10/23/2009,1079.6,22.27,21.0729,18.00381,18.83019,19.47188,20.309,21.989,25.80681,19.4534,17.39213,18.01588,18.84513,19.48631,20.3285,22.03188,25.90388
10/26/2009,1066.95,24.31,22.1071,19.82063,20.81238,21.5935,22.58131,24.66388,29.10988,21.5876,19.08719,19.83413,20.83131,21.61169,22.60513,24.71131,29.25331
10/27/2009,1063.42,24.83,21.9493,19.431,20.49731,21.32419,22.36763,24.5555,29.24181,21.3095,18.59069,19.44837,20.51819,21.34431,22.39381,24.60769,29.39669
10/28/2009,1042.63,27.91,23.4168,21.21363,22.445,23.422,24.62019,27.18331,32.63888,23.4378,20.17713,21.23038,22.46813,23.44419,24.64831,27.23481,32.7745
10/29/2009,1066.11,24.76,22.2159,19.23913,20.44681,21.36819,22.51869,24.90213,29.91681,21.398,18.20719,19.25231,20.46231,21.38313,22.53788,24.939,30.02188
10/30/2009,1036.2,30.69,25.1475,23.17913,24.88131,26.25838,27.92788,31.57138,39.54213,26.3348,21.68081,23.20113,24.90531,26.28688,27.96338,31.6315,39.69431
11/2/2009,1042.88,29.78,25.109,22.5125,24.20288,25.5385,27.14213,30.61713,38.10819,25.5089,20.92731,22.54963,24.24519,25.584,27.19863,30.71388,38.39219
11/3/2009,1045.41,28.81,24.9424,21.66838,23.27919,24.53131,26.02713,29.19319,35.79138,24.5258,20.14681,21.69769,23.3165,24.56669,26.07088,29.26819,36.02731
11/4/2009,1046.5,27.72,24.1978,20.96838,22.35288,23.41719,24.70481,27.41463,32.89331,23.4126,19.68787,20.99131,22.382,23.445,24.73963,27.47638,33.04288
11/5/2009,1066.63,25.43,23.259,19.74788,21.04531,22.01931,23.20638,25.6485,30.67981,22.0272,18.57131,19.76631,21.06688,22.04,23.23231,25.69631,30.80981
11/6/2009,1069.3,24.19,22.5773,18.81688,20.0025,20.892,21.99213,24.21981,28.82331,20.8754,17.77313,18.83563,20.02419,20.91281,22.01863,24.27081,28.97388
11/9/2009,1093.08,23.15,21.4489,18.11238,19.11731,19.88737,20.87019,22.83831,27.07731,19.9059,17.31587,18.12238,19.12938,19.89913,20.8855,22.86988,27.144
11/10/2009,1093.01,22.84,21.5566,18.20163,19.04381,19.71388,20.59963,22.43063,26.74913,19.7155,17.64538,18.2115,19.0565,19.72613,20.61631,22.46863,26.83431
11/11/2009,1098.51,23.04,21.7127,18.51331,19.36719,20.01981,20.85213,22.52669,26.14463,20.0131,17.82281,18.525,19.38119,20.03331,20.86988,22.56419,26.22531
11/12/2009,1087.24,24.24,22.8168,19.59338,20.50081,21.20631,22.09563,23.93463,27.7485,21.2156,18.8955,19.60513,20.51488,21.21988,22.11331,23.96981,27.82013
11/13/2009,1093.48,23.36,22.4882,18.90363,19.80338,20.50069,21.38988,23.20838,27.07681,20.5141,18.21938,18.91381,19.81569,20.51263,21.4055,23.2405,27.144
11/16/2009,1109.3,22.89,22.1112,18.675,19.54163,20.21831,21.09038,22.87763,26.82331,20.2294,18.062,18.68469,19.55363,20.22981,21.10569,22.91013,26.89413
11/17/2009,1110.32,22.41,21.9084,17.99281,18.85319,19.52488,20.40388,22.18363,26.30313,19.5296,17.39819,18.00238,18.86513,19.53638,20.4195,22.21838,26.38219
11/18/2009,1109.8,21.63,21.7542,17.736,18.5995,19.2675,20.14281,21.89213,25.84388,19.2771,17.09463,17.74481,18.61038,19.278,20.157,21.92363,25.91313
11/19/2009,1094.9,22.63,22.0738,17.92738,18.91919,19.69612,20.70788,22.75619,27.23088,19.7174,17.26612,17.93663,18.93081,19.70719,20.72287,22.78781,27.29731
11/20/2009,1091.38,22.19,21.4545,17.00213,17.85231,18.54119,19.50331,21.49263,26.494,18.522,16.496,17.01281,17.86681,18.55519,19.5235,21.52419,26.6095
11/23/2009,1106.24,21.16,20.6793,16.146,16.95069,17.58881,18.48638,20.322,24.74238,17.5914,15.64013,16.153,16.96031,17.59813,18.49988,20.342,24.82631
11/24/2009,1105.65,20.47,20.4323,15.80063,16.5365,17.1265,17.97231,19.70619,23.85419,17.1351,15.38319,15.806,16.54419,17.13388,17.98319,19.72281,23.93063
11/25/2009,1110.63,20.48,20.4073,16.04181,16.70881,17.2525,18.04512,19.70788,23.81869,17.2506,15.67763,16.04769,16.71719,17.26069,18.05738,19.72719,23.90969
11/27/2009,1091.49,24.74,22.3958,19.14019,20.17069,20.99981,22.08431,24.42738,29.7145,20.9293,18.41688,19.16363,20.20019,21.02813,22.12269,24.50881,29.95219
11/30/2009,1095.63,24.51,22.5991,18.73581,19.78181,20.61019,21.69769,24.0275,29.4375,20.6692,17.97988,18.742,19.7895,20.61763,21.70769,24.04913,29.5065
12/1/2009,1108.86,21.92,21.4195,17.10113,17.97887,18.663,19.58988,21.476,26.07513,18.6761,16.45981,17.10888,17.98881,18.67263,19.60331,21.4955,26.14888
12/2/2009,1109.23,21.12,21.3353,16.75931,17.57138,18.21031,19.0835,20.84388,24.93681,18.2411,16.19738,16.764,17.57769,18.21631,19.092,20.85619,24.98463
12/3/2009,1099.92,22.46,21.5598,17.21463,18.01281,18.65038,19.52238,21.29513,25.502,18.6712,16.69462,17.22069,18.02088,18.65812,19.53338,21.311,25.5625
12/4/2009,1105.98,21.25,21.5507,17.3145,18.10188,18.739,19.6175,21.42,25.81113,18.7597,16.84138,17.32063,18.11,18.74688,19.62869,21.43631,25.87419
12/7/2009,1103.25,22.1,21.8508,17.7955,18.56119,19.19081,20.05281,21.8225,26.09688,19.2114,17.36988,17.80169,18.56962,19.199,20.06431,21.84981,26.1595
12/8/2009,1091.94,23.69,22.4904,18.412,19.355,20.11513,21.12719,23.263,28.07238,20.1563,17.80963,18.41869,19.36369,20.12338,21.13863,23.28813,28.14938
12/9/2009,1095.95,22.66,22.2553,18.06431,19.09431,19.86138,20.8295,22.75738,26.802,19.9032,17.14388,18.0715,19.10269,19.8695,20.84,22.77881,26.84581
12/10/2009,1102.35,22.32,21.9296,17.40419,18.41013,19.16519,20.14238,22.07788,26.28219,19.2002,16.53119,17.41131,18.41862,19.17331,20.15331,22.10113,26.33038
12/11/2009,1106.41,21.59,21.5199,16.59813,17.59213,18.32688,19.28731,21.16513,25.26338,18.3741,15.718,16.60281,17.59769,18.33219,19.2945,21.17519,25.29769
12/14/2009,1114.11,21.15,21.3249,16.17431,17.1475,17.87019,18.82538,20.69569,24.81063,17.8996,15.36363,16.1805,17.155,17.87738,18.83519,20.70938,24.86063
12/15/2009,1107.93,21.49,21.5507,16.46638,17.45631,18.21188,19.22619,21.23738,25.81769,18.2426,15.705,16.47281,17.4645,18.21969,19.237,21.25269,25.87163
12/16/2009,1109.18,20.54,20.9279,16.02963,16.99288,17.73412,18.75262,20.78387,25.34631,17.7627,15.33031,16.03563,17.00063,17.7415,18.763,20.799,25.39938
12/17/2009,1096.08,22.51,21.4074,16.74288,17.80181,18.62563,19.75069,22.043,27.37181,18.6613,15.93719,16.74981,17.81081,18.63419,19.76281,22.071,27.42913
12/18/2009,1102.47,21.68,21.3819,16.4645,17.487,18.29362,19.41681,21.6975,27.08763,18.3117,15.7505,16.47263,17.49781,18.30388,19.43163,21.73169,27.15963
12/21/2009,1114.05,20.49,20.3788,15.16719,16.09581,16.8235,17.86819,19.96819,24.76013,16.823,14.6225,15.1745,16.10619,16.8335,17.883,19.99013,24.8435
12/22/2009,1118.02,19.54,19.7846,14.46688,15.33463,16.00631,16.99738,19.0055,23.67188,16.003,13.98831,14.47319,15.34369,16.01513,17.01081,19.02613,23.76081
12/23/2009,1120.59,19.71,19.6299,14.56438,15.403,16.05219,17.012,18.96813,23.62663,16.0702,14.07838,14.56881,15.40931,16.05819,17.02131,18.9825,23.6925
12/24/2009,1126.48,19.47,19.3599,14.54338,15.2815,15.8685,16.76219,18.62313,23.19663,15.8703,14.20038,14.54819,15.28888,15.8755,16.77331,18.64112,23.2865
12/28/2009,1127.78,19.93,19.5301,15.1925,15.9675,16.59538,17.52438,19.43931,24.02688,16.5926,14.83131,15.19863,15.97663,16.60419,17.53781,19.46013,24.11681
12/29/2009,1126.2,20.01,19.4331,14.98081,15.72019,16.31969,17.20919,19.0305,23.37519,16.3273,14.65088,14.98538,15.72738,16.32663,17.21969,19.047,23.45281
12/30/2009,1126.42,19.96,19.7895,15.209,15.99513,16.6305,17.56413,19.47769,24.04731,16.6529,14.84013,15.213,16.00112,16.63631,17.573,19.49131,24.10569
12/31/2009,1115.1,21.68,20.2009,15.50419,16.34738,17.02719,18.01231,20.04569,25.30413,17.0322,15.06869,15.5105,16.35669,17.03612,18.02563,20.066,25.39481
1/4/2010,1132.98,20.04,19.7216,15.16538,15.98269,16.63088,17.57463,19.51569,24.20619,16.6042,14.712,15.17413,15.99519,16.643,17.59269,19.54362,24.3275
1/5/2010,1136.52,19.35,19.3086,14.76138,15.509,16.10931,16.9965,18.81988,23.14319,16.0735,14.40888,14.7695,15.5215,16.12131,17.01469,18.8485,23.27713
1/6/2010,1137.14,19.16,18.625,15.11063,15.87981,16.4365,17.1855,18.65463,21.69088,16.4293,14.44463,15.11781,15.88838,16.44488,17.197,18.67162,21.73431
1/7/2010,1141.7,19.06,18.3174,14.89481,15.6645,16.22019,16.973,18.4525,21.54713,16.2087,14.23413,14.90231,15.67338,16.22881,16.985,18.47038,21.59388
1/8/2010,1144.98,18.13,18.0653,14.78919,15.44631,15.93113,16.59981,17.91937,20.67513,15.919,14.28419,14.79538,15.45419,15.93881,16.61063,17.93588,20.72013
1/11/2010,1146.98,17.55,18.0385,14.94738,15.60288,16.0975,16.79088,18.1755,21.12319,16.0781,14.48413,14.95431,15.61188,16.10619,16.8035,18.19481,21.17588
1/12/2010,1136.22,18.25,18.8812,15.53238,16.2685,16.82538,17.59238,19.12669,22.39319,16.785,14.98113,15.54281,16.28169,16.83831,17.61069,19.154,22.51319
1/13/2010,1145.68,17.85,17.8144,14.1915,14.96681,15.53319,16.34562,17.97169,21.56138,15.5903,13.5985,14.19188,14.96731,15.53363,16.34631,17.97269,21.56438
1/14/2010,1148.46,17.63,17.651,13.92281,14.59713,15.106,15.86781,17.42288,21.01338,15.0744,13.51781,13.92969,14.60681,15.11538,15.88231,17.44669,21.08531
1/15/2010,1136.03,17.91,18.3446,14.18888,15.0155,15.62819,16.52038,18.32562,22.37231,15.5939,13.5925,14.19781,15.02731,15.6395,16.53738,18.35237,22.49969
1/19/2010,1150.23,17.58,17.5819,13.14569,13.9135,14.47488,15.32038,17.01813,20.94731,14.4278,12.68163,13.15369,13.92488,14.48588,15.33731,17.046,21.03231
1/20/2010,1138.04,18.68,18.1771,14.15719,14.98981,15.61838,16.54969,18.45113,22.82013,15.536,13.62281,14.16988,15.0075,15.63531,16.57569,18.49231,23.00769
1/21/2010,1116.48,22.27,19.7141,15.9485,17.14231,18.05713,19.32219,21.88188,27.94363,18.0002,15.03263,15.96588,17.16487,18.0785,19.35269,21.95369,28.133
1/22/2010,1091.76,27.31,22.3224,19.31512,21.16613,22.60781,24.4235,28.33888,36.33513,22.6684,17.70013,19.3355,21.1905,22.63063,24.45331,28.393,36.48031
1/25/2010,1096.79,25.41,21.1078,17.70438,19.22587,20.40038,21.93569,25.21213,32.3185,20.3421,16.43213,17.731,19.25862,20.43131,21.97738,25.29669,32.52338
